15/12/2016 20:31:19;1;0.pbm
15/12/2016 20:31:24;2;5x3
15/12/2016 20:32:44;1;2.pbm
15/12/2016 20:32:45;2;5x3
15/12/2016 20:35:38;2;5x3
15/12/2016 20:35:40;1;2.pbm
15/12/2016 20:35:42;1;1.pbm
15/12/2016 20:35:43;1;3.pbm
15/12/2016 20:35:45;1;0.pbm
15/12/2016 20:35:46;3;17x6
16/12/2016 9:55:36;1;1.pbm
16/12/2016 9:55:39;3;3x7
16/12/2016 9:55:43;3;71x2
16/12/2016 9:55:45;3;33x1
16/12/2016 9:55:46;3;15x4
16/12/2016 9:55:48;2;5x3
